ens_gene	Symbol	Uniq_syms	entrez	Gene_name	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000162545.6	CAMK2N1	CAMK2N1	55450	calcium/calmodulin dependent protein kinase II inhibitor 1	6156.1726462745055	0.556824656236129	0.29143948504686956	0.0017840941531747834	0.015991112721139
ENSG00000144120.13	TMEM177	TMEM177	80775	transmembrane protein 177	60.625448494476096	-0.5095342418232995	0.2588853321029889	0.001791018603445056	0.01604485130638123
ENSG00000100528.12	CNIH1	CNIH1	10175	cornichon family member 1	2240.0126202820247	0.36095407528625917	0.1644790448517824	0.0018035992680703946	0.01614917913847167
ENSG00000130921.8	MTRFR	MTRFR	91574	mitochondrial translation release factor in rescue	237.22172821308237	-0.30380008261775027	0.12933143986088702	0.0018066382307936801	0.016168008042626136
ENSG00000198933.9	TBKBP1	TBKBP1	9755	TBK1 binding protein 1	453.9788696184135	0.2910342634198505	0.12177725855423725	0.0018196046830559586	0.016275614751808658
ENSG00000058262.10	SEC61A1	SEC61A1	29927	SEC61 translocon subunit alpha 1	9433.806957069462	-0.23860508063838	0.09196349326739714	0.001830618306833592	0.01636565186109203
ENSG00000069535.14	MAOB	MAOB	4129	monoamine oxidase B	390.31063357803646	0.7207730252991303	0.43812089359716255	0.00183665732428807	0.016411146045061328
ENSG00000178038.17	ALS2CL	ALS2CL	259173	ALS2 C-terminal like	34.45563854442803	-0.668349335076986	0.38496640036534807	0.0018388395327859164	0.016422149126307316
ENSG00000196345.13	ZKSCAN7	ZKSCAN7	55888	zinc finger with KRAB and SCAN domains 7	94.82434103413398	-0.44074918438599137	0.21535606585123823	0.001844576558283471	0.016464871480450703
ENSG00000078070.13	MCCC1	MCCC1	56922	methylcrotonyl-CoA carboxylase subunit 1	494.80765039971277	0.40785626445625156	0.1947943702418254	0.0018601104797895168	0.016591834280039443
ENSG00000180182.11	MED14	MED14	9282	mediator complex subunit 14	888.2609427672159	0.2313488727674285	0.08834581472910405	0.0018607215725125292	0.016591834280039443
ENSG00000254987.1	NA	ENSG00000254987.1	NA	NA	8.697152003374521	0.9635953932477582	0.8945367378644004	0.001865542834592475	0.01662624140303469
ENSG00000123505.18	AMD1	AMD1	262	adenosylmethionine decarboxylase 1	536.5226135653044	0.2927442963777823	0.12353372016569568	0.0018895509701546051	0.01683152364956696
ENSG00000156261.13	CCT8	CCT8	10694	chaperonin containing TCP1 subunit 8	2047.669012947799	0.23537319054906988	0.09067916075325144	0.0018925899707586994	0.01684990411079601
ENSG00000104365.15	IKBKB	IKBKB	3551	inhibitor of nuclear factor kappa B kinase subunit beta	1019.3638755221248	0.22881627407188374	0.0872817003577703	0.0018991717379885822	0.016899790962668106
ENSG00000166670.10	MMP10	MMP10	4319	matrix metallopeptidase 10	7.457343920871355	-0.9637665878826629	0.982280438661644	0.0019011900514464164	0.01690903942769439
ENSG00000196405.13	EVL	EVL	51466	Enah/Vasp-like	763.2174114404945	-0.32193631532957256	0.14158756646857595	0.0019022478629287414	0.016909740138191055
ENSG00000155085.15	AK9	AK9	221264	adenylate kinase 9	134.70799755268294	-0.4651416715805635	0.23250358312198596	0.0019051232976322718	0.016925991869149153
ENSG00000021776.11	AQR	AQR	9716	aquarius intron-binding spliceosomal factor	1321.79921528095	0.21839723076613027	0.08201953954104078	0.0019060360227822547	0.016925991869149153
ENSG00000031081.11	ARHGAP31	ARHGAP31	57514	Rho GTPase activating protein 31	326.98762791629485	-0.4853885810126906	0.2460004839653233	0.0019095393026346608	0.016948387890599107
ENSG00000240764.3	PCDHGC5	PCDHGC5	56097	protocadherin gamma subfamily C, 5	29.522631214236025	-0.7224793125416863	0.447114174475657	0.0019248904427662532	0.01707586426679955
ENSG00000267023.5	NA	ENSG00000267023.5	NA	NA	143.29230663701685	-0.4480873753479984	0.22199753326682473	0.0019322519976255777	0.017132369868064157
ENSG00000115998.7	C2orf42	C2orf42	54980	chromosome 2 open reading frame 42	184.7397555204462	-0.2963734913704861	0.12623705634385515	0.0019375520388986247	0.017170548391922547
ENSG00000138459.9	SLC35A5	SLC35A5	55032	solute carrier family 35 member A5	886.5651946436706	0.25234141349519	0.10031764559693437	0.0019420349311452406	0.017199603528428614
ENSG00000136986.10	DERL1	DERL1	79139	derlin 1	1278.5700011941956	0.2555194007124619	0.1021183238750303	0.0019428222836940846	0.017199603528428614
ENSG00000156876.10	SASS6	SASS6	163786	SAS-6 centriolar assembly protein	50.58109232512307	-0.49233829068477775	0.2516324464196315	0.001946238799931866	0.01722102282398729
ENSG00000145861.9	C1QTNF2	C1QTNF2	114898	C1q and TNF related 2	91.21058574919793	-0.6502115067001184	0.37435858230393276	0.0019483186359432472	0.01723059881209
ENSG00000273179.1	NA	ENSG00000273179.1	NA	NA	167.53341660796355	-0.77562441165716145	0.5164927873018982	0.0019530340785325342	0.017263461926516854
ENSG00000108602.18	ALDH3A1	ALDH3A1	218	aldehyde dehydrogenase 3 family member A1	7.2846085854954685	-0.9551051945581766	0.9407985785735347	0.001958132136634648	0.01729967174626785
ENSG00000134070.5	IRAK2	IRAK2	3656	interleukin 1 receptor associated kinase 2	45.62181936239837	-0.6457977305434105	0.3716980957895829	0.001974439183166423	0.01743482288939185
ENSG00000140299.12	BNIP2	BNIP2	663	BCL2 interacting protein 2	1699.2476919250462	0.23874211273633064	0.09305469485175462	0.0019756375757364994	0.017436490653102106
ENSG00000048405.10	ZNF800	ZNF800	168850	zinc finger protein 800	360.2179045980214	0.29222879289601483	0.12417131861158459	0.001982918180210756	0.017491809401736554
ENSG00000165105.10	RASEF	RASEF	158158	RAS and EF-hand domain containing	32.63213035804746	-0.8775060996522537	0.6917702212829219	0.0019850937889207797	0.017499777649956822
ENSG00000138829.12	FBN2	FBN2	2201	fibrillin 2	15616.461491922753	0.9107047915789271	0.7682589286710797	0.0019860969599127974	0.017499777649956822
ENSG00000157954.15	WIPI2	WIPI2	26100	WD repeat domain, phosphoinositide interacting 2	2011.405908812295	0.2683787696901255	0.10990562201489588	0.00198686104513463	0.017499777649956822
ENSG00000181045.15	SLC26A11	SLC26A11	284129	solute carrier family 26 member 11	304.6145108524728	-0.2734962853797997	0.11297229234220255	0.0019920818183398977	0.017536818127607906
ENSG00000151470.13	C4orf33	C4orf33	132321	chromosome 4 open reading frame 33	84.93947586096012	-0.43210223891558164	0.2129211215605235	0.001994401889177686	0.017548298232234843
ENSG00000165240.20	ATP7A	ATP7A	538	ATPase copper transporting alpha	603.7921191273982	-0.2916708028293197	0.12402590567554618	0.002002484543646841	0.01761044452029951
ENSG00000158828.8	PINK1	PINK1	65018	PTEN induced kinase 1	902.751267572977	0.2619932082105873	0.10640682968879192	0.0020144727734122984	0.017701700832311734
ENSG00000135093.13	USP30	USP30	84749	ubiquitin specific peptidase 30	322.5727483149907	-0.3068093422835801	0.13348885523915668	0.002014911060463459	0.017701700832311734
ENSG00000214174.8	NA	ENSG00000214174.8	NA	NA	248.34369863083765	-0.40706308358898513	0.19714608866696262	0.0020160600158789605	0.017702790337702803
ENSG00000137642.13	SORL1	SORL1	6653	sortilin related receptor 1	14.520879249377021	-0.8400909671379467	0.6267482787227787	0.0020212347084924537	0.017739210307460195
ENSG00000220785.7	NA	ENSG00000220785.7	NA	NA	355.730162059669	-0.4621459893705453	0.23333008636391653	0.0020257420965450845	0.01776973971128832
ENSG00000133858.16	ZFC3H1	ZFC3H1	196441	zinc finger C3H1-type containing	2252.3781581469307	0.2498065926124894	0.09956409128886641	0.002031335230455148	0.01780975741138138
ENSG00000264007.1	NA	ENSG00000264007.1	NA	NA	8.557616228358265	0.8728143469584784	0.6926101871933404	0.0020348022545062776	0.017831103267291946
ENSG00000173548.8	SNX33	SNX33	257364	sorting nexin 33	2659.530107526788	0.2767076195375831	0.11529158484099024	0.0020374633548744365	0.01784536869441748
ENSG00000184205.14	TSPYL2	TSPYL2	64061	TSPY like 2	727.4433462305275	-0.3818659212966683	0.18157457415536668	0.0020533848395676946	0.01797570347137011
ENSG00000197008.9	ZNF138	ZNF138	7697	zinc finger protein 138	67.86252840642878	-0.4663522158803622	0.23681665228337215	0.0020552418616048393	0.017982845711063216
ENSG00000135111.16	TBX3	TBX3	6926	T-box transcription factor 3	1657.1172644324267	-0.3301937381706965	0.14880674259845766	0.002069518097777997	0.01809859067585902
ENSG00000144908.13	ALDH1L1	ALDH1L1	10840	aldehyde dehydrogenase 1 family member L1	2.7040391208334347	0.7973224843827172	1.1263810779875836	0.002071992663091447	NA
ENSG00000228801.6	PCMTD1-DT	PCMTD1-DT	102724330	PCMTD1 divergent transcript	86.05603550307208	-0.5657187282156501	0.3091663635246654	0.0020923231786313936	0.01828876818892785
ENSG00000196123.13	MATCAP1	MATCAP1	653319	microtubule associated tyrosine carboxypeptidase 1	294.8523223464248	-0.59258416894675	0.33098508248192177	0.002097972726758353	0.018328874525326392
ENSG00000137331.12	IER3	IER3	8870	immediate early response 3	76.53299779844446	-0.7186956794900756	0.4580259580182096	0.0021168771395939047	0.018484682484866493
ENSG00000222009.8	BTBD19	BTBD19	149478	BTB domain containing 19	305.16752171343614	-0.4693521852419229	0.24031312733821575	0.002119174675197269	0.018495394133404362
ENSG00000151743.11	AMN1	AMN1	196394	antagonist of mitotic exit network 1 homolog	31.409279524434655	-0.5630652583722809	0.3082568060968179	0.0021252617123633973	0.018539151664616466
ENSG00000168769.13	TET2	TET2	54790	tet methylcytosine dioxygenase 2	342.6912053694068	-0.3496613839329036	0.16216668125709288	0.0021424882177744306	0.018676300386333427
ENSG00000080845.17	DLGAP4	DLGAP4	22839	DLG associated protein 4	1674.0052441741318	-0.20262489826417576	0.0755721670941794	0.0021431465589226988	0.018676300386333427
ENSG00000211456.13	SACM1L	SACM1L	22908	SAC1 like phosphatidylinositide phosphatase	887.3921228221542	0.2122428234112292	0.08028155946001969	0.0021449967205000716	0.018682451239565613
ENSG00000167657.14	DAPK3	DAPK3	1613	death associated protein kinase 3	1276.7632624499088	0.32270202103807344	0.1449515479007706	0.0021460157051469532	0.018682451239565613
ENSG00000143067.5	ZNF697	ZNF697	90874	zinc finger protein 697	217.7410414500085	-0.49644780667136074	0.2601231785860045	0.00216330150844159	0.0188146502273011
ENSG00000063660.9	GPC1	GPC1	2817	glypican 1	4378.505909462903	-0.3242432437815802	0.14613326354347317	0.0021633797679145427	0.0188146502273011
ENSG00000144118.14	RALB	RALB	5899	RAS like proto-oncogene B	1096.8011906868976	0.22600036007709554	0.08747183199992638	0.0021692210611319565	0.01885595680315609
ENSG00000006451.8	RALA	RALA	5898	RAS like proto-oncogene A	1078.8583355998355	-0.421285566461665	0.20924528230301762	0.002171744353131104	0.018867308078367333
ENSG00000277287.1	NA	ENSG00000277287.1	NA	NA	32.42948999853783	-0.5811584568260015	0.3244812032767379	0.002172711658630884	0.018867308078367333
ENSG00000154654.15	NCAM2	NCAM2	4685	neural cell adhesion molecule 2	1327.9156106726718	-0.5349897628290016	0.28858163137505055	0.0021805143917812925	0.018925550037611295
ENSG00000189077.11	TMEM120A	TMEM120A	83862	transmembrane protein 120A	425.8218780408227	0.2921099445134484	0.12610728562700338	0.00218910017193828	0.018990526453901542
ENSG00000173744.17	AGFG1	AGFG1	3267	ArfGAP with FG repeats 1	1768.0407816979584	0.33526025110852486	0.1535745843348109	0.0021956532925616703	0.019037813086910223
ENSG00000196961.12	AP2A1	AP2A1	160	adaptor related protein complex 2 subunit alpha 1	3806.1522184176347	0.20524232151398186	0.07712123558661876	0.002202019619736514	0.019083433453130495
ENSG00000188153.13	COL4A5	COL4A5	1287	collagen type IV alpha 5 chain	440.6963614098536	-0.5892175931937073	0.33297758245179077	0.0022188124491516912	0.019219322277707125
ENSG00000144306.15	SCRN3	SCRN3	79634	secernin 3	472.22566708878605	-0.24632742854736506	0.09893348493835288	0.0022201088968883415	0.019220912715316004
ENSG00000033327.13	GAB2	GAB2	9846	GRB2 associated binding protein 2	1217.738220273702	0.297366972387593	0.12979086535439138	0.002230121257016792	0.019297923021640295
ENSG00000198691.13	ABCA4	ABCA4	24	ATP binding cassette subfamily A member 4	38.14398025528107	0.6922166013121117	0.43658027042668845	0.002253538152061554	0.019490791668706643
ENSG00000114978.18	MOB1A	MOB1A	55233	MOB kinase activator 1A	2871.7701178227535	0.24558719763298836	0.09875238471290008	0.002255510809975985	0.019498089444397
ENSG00000152377.14	SPOCK1	SPOCK1	6695	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	6485.031346003858	0.56161491744242	0.31180740937451445	0.002261341675235964	0.01953871606537047
ENSG00000188112.9	C6orf132	C6orf132	647024	chromosome 6 open reading frame 132	316.48348745074816	0.4325334663330375	0.21880273707845474	0.0022819464363916745	0.0197068894246785
ENSG00000119943.13	PYROXD2	PYROXD2	84795	pyridine nucleotide-disulphide oxidoreductase domain 2	221.12813208441383	-0.4228565214195112	0.2123578063038798	0.002285306481293392	0.019726043750574445
ENSG00000167705.12	RILP	RILP	83547	Rab interacting lysosomal protein	151.80534326571782	0.43423139690239915	0.22009512479509974	0.0022896794896806218	0.019753918154727122
ENSG00000020129.16	NCDN	NCDN	23154	neurochondrin	1007.4590591479074	-0.3615204747964047	0.17186384207568547	0.0022919849517195044	0.019756191913893217
ENSG00000110492.15	MDK	MDK	4192	midkine	1530.2372255336768	-0.3594833528057255	0.17053266144050225	0.0022922306968180877	0.019756191913893217
ENSG00000104886.12	PLEKHJ1	PLEKHJ1	55111	pleckstrin homology domain containing J1	434.0557992751503	0.3295469550306445	0.15111679484850443	0.002300302144484021	0.01981586964564988
ENSG00000132321.17	IQCA1	IQCA1	79781	IQ motif containing with AAA domain 1	24.813264998547535	-0.7765359922925846	0.5573786434163915	0.0023033353428233575	0.019832107697529924
ENSG00000165732.13	DDX21	DDX21	9188	DExD-box helicase 21	1266.2661121789051	0.37344105098718006	0.179914086256675	0.002307745592756381	0.019860180307966224
ENSG00000099139.14	PCSK5	PCSK5	5125	proprotein convertase subtilisin/kexin type 5	383.8026022814561	-0.37545179824716596	0.18141253978647776	0.002319811796996773	0.01995407836540252
ENSG00000232931.6	NA	ENSG00000232931.6	NA	NA	370.43616582257647	-0.34881098006116273	0.16403202942855657	0.002330017831006576	0.02003189048140646
ENSG00000134744.14	TUT4	TUT4	23318	terminal uridylyl transferase 4	842.9743094166322	-0.280744521899236	0.12033960604433433	0.002334328734543658	0.02005896811096421
ENSG00000162961.14	DPY30	DPY30	84661	dpy-30 histone methyltransferase complex regulatory subunit	376.47094583634646	0.32591959201019394	0.1491730655404038	0.00233661071653184	0.020068592887089978
ENSG00000148082.10	SHC3	SHC3	53358	SHC adaptor protein 3	3417.428547253563	0.5060283678756249	0.27159600976383935	0.0023407298309937757	0.020093978946781558
ENSG00000136378.15	ADAMTS7	ADAMTS7	11173	ADAM metallopeptidase with thrombospondin type 1 motif 7	1593.461712586212	0.5196297117346238	0.2824589574875139	0.0023681908083659805	0.020319618302085053
ENSG00000184867.14	ARMCX2	ARMCX2	9823	armadillo repeat containing X-linked 2	1431.3140886850185	-0.30150391584068553	0.13376185976820404	0.0023696640601175386	0.02032216367743303
ENSG00000080573.7	COL5A3	COL5A3	50509	collagen type V alpha 3 chain	307.3102274876932	0.5889312225597764	0.3389184841189428	0.002378151087161053	0.02038482658930308
ENSG00000172725.14	CORO1B	CORO1B	57175	coronin 1B	1956.2192920773418	0.2775850731329479	0.1187811413609222	0.002382560204722247	0.020403600422499037
ENSG00000111224.14	PARP11	PARP11	57097	poly(ADP-ribose) polymerase family member 11	244.00081585577118	-0.33021655598794086	0.1524891121718259	0.002382703916870111	0.020403600422499037
ENSG00000088179.9	PTPN4	PTPN4	5775	protein tyrosine phosphatase non-receptor type 4	286.2854129019465	-0.32059682268250783	0.14624556456791518	0.0023853522854225665	0.020416156924587994
ENSG00000131507.11	NDFIP1	NDFIP1	80762	Nedd4 family interacting protein 1	2911.4795578621056	0.3012867231156071	0.13378608809536766	0.0023867045991720227	0.020417613589350757
ENSG00000214212.9	C19orf38	C19orf38	255809	chromosome 19 open reading frame 38	14.515168845027125	-0.7505578188214436	0.5257806136675551	0.0023899232148585445	0.020426425638111166
ENSG00000140332.16	TLE3	TLE3	7090	TLE family member 3, transcriptional corepressor	435.7595475988636	-0.3296787110636745	0.1522207100628343	0.002390099942949436	0.020426425638111166
ENSG00000282164.3	PEG13	PEG13	359809	paternally expressed 13	17.146311500847148	-0.7650080858880861	0.5499203488266331	0.002402524367117281	0.020522453446513194
ENSG00000288065.1	NA	ENSG00000288065.1	NA	NA	22.178217680938268	-0.6764323827798449	0.42837168735690917	0.0024086401587259092	0.020564524380382553
ENSG00000271425.9	NBPF10	NBPF10	100132406	NBPF member 10	151.38064188849333	-0.3405699030114616	0.15962085345786298	0.0024121009056308302	0.020574596779289873
ENSG00000132854.19	KANK4	KANK4	163782	KN motif and ankyrin repeat domains 4	6.737133759317791	-0.8691258275004616	1.0194478472053443	0.0024122023204065533	0.020574596779289873
ENSG00000033050.9	ABCF2	ABCF2	10061	ATP binding cassette subfamily F member 2	270.8578037251651	0.35258442131210027	0.16771095785877502	0.0024250385543908765	0.020673773568761353
ENSG00000128262.8	NA	ENSG00000128262.8	NA	NA	84.27772060140724	0.827085771478884	0.6707705402945328	0.002426223889756789	0.020673773568761353
ENSG00000178449.9	COX14	COX14	84987	cytochrome c oxidase assembly factor COX14	220.31756912620202	0.3454040745448447	0.16300668527689788	0.0024286364352072193	0.020676522003616374
ENSG00000162493.16	PDPN	PDPN	10630	podoplanin	1086.4840652918117	0.8400752964304291	0.7016358728190272	0.00242918388037689	0.020676522003616374
ENSG00000266865.6	NA	ENSG00000266865.6	NA	NA	50.00940926909226	-0.48671901499436937	0.259699941211557	0.0024301377760155883	0.020676522003616374
